sample_index,intensity_counts,fitted_counts,residual_counts
185,0,-0.1783165606,0.1783165606
186,0,-0.1783165606,0.1783165606
187,0,-0.1783165606,0.1783165606
188,0,-0.1783165606,0.1783165606
189,0,-0.1783165606,0.1783165606
190,0,-0.1783165606,0.1783165606
191,0,-0.1783165606,0.1783165606
192,0,-0.1783165606,0.1783165606
193,0,-0.1783165606,0.1783165606
194,0,-0.1783165606,0.1783165606
195,0,-0.1783165606,0.1783165606
196,0,-0.1783165606,0.1783165606
197,0,-0.1783165606,0.1783165606
198,0,-0.1783165606,0.1783165606
199,0,-0.1783165606,0.1783165606
200,0,-0.1783165606,0.1783165606
201,0,-0.1783165606,0.1783165606
202,0,-0.1783165606,0.1783165606
203,0,-0.1783165606,0.1783165606
204,0,-0.1783165606,0.1783165606
205,0,-0.1783165606,0.1783165606
206,0,-0.1783165606,0.1783165606
207,0,-0.1783165606,0.1783165606
208,0,-0.1783165606,0.1783165606
209,0,-0.1783165606,0.1783165606
210,0,-0.1783165606,0.1783165606
211,0,-0.1783165606,0.1783165606
212,0,-0.1783165606,0.1783165606
213,0,-0.1783165606,0.1783165606
214,0,-0.1783165606,0.1783165606
215,0,-0.1783165606,0.1783165606
216,0,-0.1783165606,0.1783165606
217,0,-0.1783165606,0.1783165606
218,0,-0.1783165606,0.1783165606
219,0,-0.1783165606,0.1783165606
220,0,-0.1783165606,0.1783165606
221,0,-0.1783165606,0.1783165606
222,0,-0.1783165606,0.1783165606
223,0,-0.1783165606,0.1783165606
224,0,-0.1783165606,0.1783165606
225,0,-0.1783165606,0.1783165606
226,0,-0.1783165606,0.1783165606
227,0,-0.1783165606,0.1783165606
228,0,-0.1783165606,0.1783165606
229,0,-0.1783165606,0.1783165606
230,0,-0.1783165606,0.1783165606
231,0,-0.1783165606,0.1783165606
232,0,-0.1783165606,0.1783165606
233,0,-0.1783165606,0.1783165606
234,0,-0.1783165606,0.1783165606
235,0,-0.1783165606,0.1783165606
236,0,-0.1783165606,0.1783165606
237,0,-0.1783165606,0.1783165606
238,0,-0.1783165606,0.1783165606
239,0,-0.1783165606,0.1783165606
240,0,-0.1783165606,0.1783165606
241,0,-0.1783165606,0.1783165606
